Fund Name,Category,Subcategory,Plan,1Y Return (%),3Y Return (%),5Y Return (%),Benchmark Name,ISIN,Scheme Code,Benchmark 1Y (%),Benchmark 3Y (%),Benchmark 5Y (%),Alpha,Beta,Sharpe Ratio,Sortino Ratio,Std Dev,Mean Return (%),No. of Stocks,Top 10 Stocks (%),Top 5 Stocks (%),Top 3 Sectors (%),No. of Securities,Portfolio P/E,Portfolio P/B,Alpha Score (/12),Beta Score (/6),Sharpe Score (/12),Sortino Score (/4),Std Dev Score (/6),VR Stars,Score (/40),Risk Category,Fund Rating,Top Holdings Count,Fund URL
DSP Nifty PSU Bank ETF,equity,equity,Regular,25.16,22.85,,BSE Financial Services TRI*,INF209K01YN0,119550,3.21,10.44,,13.3,1.09,0.79,1.14,25.41,25.67,12,98.78,78.39,99.89,,7.67,1.12,12,2,4,2,0,,20,Moderate Risk,Average,12,https://www.valueresearchonline.com/funds/43656/
DSP Nifty Private Bank ETF,equity,equity,Regular,6.32,6.75,,BSE Financial Services TRI*,INF740KA1VN6,153348,3.21,10.44,,-3.28,0.99,0.17,0.22,16.13,8.49,10,99.66,85.9,99.66,,17.62,1.93,2,3,2,0,3,,10,High Risk,Poor,10,https://www.valueresearchonline.com/funds/43655/
DSP Nifty Private Bank Index Reg,equity,equity,Regular,5.15,,,BSE Financial Services TRI*,INF740KA1VK2,153347,3.21,,,,,,,,,10,99.65,85.89,99.65,,16.97,2.04,,,,,,,,,,10,https://www.valueresearchonline.com/funds/44970/
Edelweiss Financial Services Reg,equity,equity,Regular,,,,BSE Financial Services TRI*,INF754K01WL3,154107,,,,,,,,,,33,65.74,44.82,96.52,,16.51,2.21,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45747/
Edelweiss Nifty Bank ETF,equity,equity,Regular,6.44,,,BSE Financial Services TRI*,INF843K01FC8,140286,3.21,,,,,,,,,14,86.71,61.06,99.64,,13.93,1.66,,,,,,,,,,14,https://www.valueresearchonline.com/funds/44536/
Groww Banking & Financial Services Reg,equity,equity,Regular,15.32,,,BSE Financial Services TRI*,INF666M01HP7,152274,3.21,,,,,,,,,34,45.85,28.4,90.64,,23.23,2.82,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43972/
Groww Nifty PSU Bank ETF,equity,equity,Regular,,,,BSE Financial Services TRI*,INF209K01YN0,119550,,,,,,,,,,12,98.71,78.34,99.83,,7.67,1.12,,,,,,,,,,12,https://www.valueresearchonline.com/funds/45912/
Groww Nifty PSU Bank Index Reg,equity,equity,Regular,,,,BSE Financial Services TRI*,INF200KB1530,153253,,,,,,,,,,12,98.68,78.31,99.79,,8.66,1.2,,,,,,,,,,12,https://www.valueresearchonline.com/funds/45908/
HDFC Banking & Financial Services Reg,equity,equity,Regular,9.49,12.09,11.03,BSE Financial Services TRI*,INF740KA1TN0,152208,3.21,10.44,9.32,1.51,1.01,0.48,0.65,16.16,13.41,36,66.52,48.72,99.04,,17.91,2.27,8,3,2,0,3,3,16,Moderately High Risk,Average,25,https://www.valueresearchonline.com/funds/41531/
HDFC NIFTY Bank ETF,equity,equity,Regular,6.54,9.39,9.94,BSE Financial Services TRI*,INF179KA1IZ7,128629,3.21,10.44,9.32,-0.79,1.03,0.33,0.4,16.54,11.22,14,86.73,61.07,99.67,,13.93,1.66,4,3,2,0,3,,12,High Risk,Poor,14,https://www.valueresearchonline.com/funds/41076/
HDFC NIFTY PSU BANK ETF,equity,equity,Regular,24.86,,,BSE Financial Services TRI*,INF209K01YN0,119550,3.21,,,,,,,,,12,98.88,78.47,100,,7.67,1.12,,,,,,,,,,12,https://www.valueresearchonline.com/funds/44059/
HDFC NIFTY Private Bank ETF,equity,equity,Regular,6.32,6.73,,BSE Financial Services TRI*,INF090I01VZ8,148304,3.21,10.44,,-3.31,0.99,0.17,0.22,16.14,8.46,10,99.71,85.94,99.71,,17.62,1.93,2,3,2,0,3,,10,High Risk,Poor,10,https://www.valueresearchonline.com/funds/42715/
HSBC Financial Services Reg,equity,equity,Regular,14.04,,,BSE Financial Services TRI*,INF336L01RR4,153267,3.21,,,,,,,,,37,52.68,34.17,96.91,,21.23,2.8,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44924/
Helios Financial Services Reg,equity,equity,Regular,3.47,,,BSE Financial Services TRI*,INF0R8701178,152682,3.21,,,,,,,,,29,67.49,47.31,98.5,,20.86,2.93,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44372/
ICICI Pru Banking & Financial Services,equity,equity,Regular,0.79,9.94,9.06,BSE Financial Services TRI*,INF903J016H9,134356,3.21,10.44,9.32,-0.12,0.89,0.37,0.46,14.34,11.06,51,64.64,50.43,92.04,,16.15,2.14,4,4,2,0,3,2,13,Moderately High Risk,Poor,25,https://www.valueresearchonline.com/funds/8293/
ICICI Pru Nifty Bank ETF,equity,equity,Regular,6.55,9.43,9.99,BSE Financial Services TRI*,INF109KC11A4,149858,3.21,10.44,9.32,-0.76,1.03,0.34,0.4,16.54,11.25,14,86.78,61.11,99.72,,13.93,1.66,4,3,2,0,3,,12,High Risk,Poor,14,https://www.valueresearchonline.com/funds/40130/
ICICI Pru Nifty Bank Index,equity,equity,Regular,5.9,8.7,,BSE Financial Services TRI*,INF761K01HH7,154095,3.21,10.44,,-1.42,1.03,0.3,0.35,16.52,10.58,14,86.86,61.16,99.81,,13.23,1.71,4,3,2,0,3,2,12,High Risk,Poor,14,https://www.valueresearchonline.com/funds/42102/
ICICI Pru Nifty Financial Services Ex-Bank ETF,equity,equity,Regular,11.47,18.4,,BSE Financial Services TRI*,INF090I01VZ8,148304,3.21,10.44,,7.57,0.98,0.77,1.04,17.73,19.31,30,64.34,44.67,99.78,,23.92,3.11,12,3,4,2,2,,23,Moderate Risk,Average,25,https://www.valueresearchonline.com/funds/42801/
ICICI Pru Nifty PSU Bank ETF,equity,equity,Regular,24.79,22.75,,BSE Financial Services TRI*,INF209K01YN0,119550,3.21,10.44,,13.21,1.09,0.78,1.13,25.44,25.59,12,98.88,78.47,100,,7.67,1.12,12,2,4,2,0,,20,Moderate Risk,Average,12,https://www.valueresearchonline.com/funds/43296/
ICICI Pru Nifty Private Bank ETF,equity,equity,Regular,6.32,6.73,8.43,BSE Financial Services TRI*,INF109K1A369,153679,3.21,10.44,9.32,-3.31,0.99,0.17,0.22,16.14,8.47,10,99.66,85.9,99.66,,17.62,1.93,2,3,2,0,3,,10,High Risk,Poor,10,https://www.valueresearchonline.com/funds/40210/
ICICI Pru Nifty Private Bank Index,equity,equity,Regular,5.33,,,BSE Financial Services TRI*,INF846K010D8,153676,3.21,,,,,,,,,10,99.82,86.03,99.82,,16.97,2.04,,,,,,,,,,10,https://www.valueresearchonline.com/funds/45298/
ITI Banking and Financial Services Reg,equity,equity,Regular,10.74,11.19,,BSE Financial Services TRI*,INF00XX01BR2,149324,3.21,10.44,,0.73,0.99,0.43,0.54,15.85,12.49,33,61.33,42.17,96.61,,18.33,2.16,6,3,2,0,3,3,14,Moderately High Risk,Average,25,https://www.valueresearchonline.com/funds/41832/
Invesco India Financial Services Reg,equity,equity,Regular,11.02,17.77,13.19,BSE Financial Services TRI*,INF205K01155,108378,3.21,10.44,9.32,7.05,0.91,0.83,1.06,15.2,18.31,33,59.58,40.58,98.83,,18.73,2.48,12,4,6,2,3,5,27,Low Risk,Excellent,25,https://www.valueresearchonline.com/funds/7830/
Kotak Banking & Financial Services Reg,equity,equity,Regular,9.04,12.4,,BSE Financial Services TRI*,INF174KA1MA7,151381,3.21,10.44,,1.71,1.02,0.49,0.65,16.13,13.65,34,61.07,45.14,97.1,,16.99,2.26,8,3,2,0,3,3,16,Moderately High Risk,Average,25,https://www.valueresearchonline.com/funds/43126/
Kotak Nifty Bank ETF,equity,equity,Regular,6.56,9.4,9.92,BSE Financial Services TRI*,INF174K01KH7,123693,3.21,10.44,9.32,-0.78,1.03,0.33,0.4,16.54,11.23,14,86.73,61.07,99.66,,13.93,1.66,4,3,2,0,3,,12,High Risk,Poor,14,https://www.valueresearchonline.com/funds/28873/
Kotak Nifty Financial Services Ex-Bank Index Reg,equity,equity,Regular,10.4,16.94,,BSE Financial Services TRI*,INF174KA1OO4,151909,3.21,10.44,,6.3,0.99,0.7,0.95,17.77,18.06,30,64.35,44.68,99.79,,19,3.19,12,3,4,0,2,4,21,Moderate Risk,Good,25,https://www.valueresearchonline.com/funds/43672/
Kotak Nifty PSU Bank ETF,equity,equity,Regular,24.65,22.56,29.79,BSE Financial Services TRI*,INF209K01YN0,119550,3.21,10.44,9.32,13.06,1.09,0.78,1.12,25.42,25.43,12,98.87,78.47,99.98,,7.67,1.12,12,2,4,2,0,,20,Moderate Risk,Average,12,https://www.valueresearchonline.com/funds/6157/
LIC MF Banking & Financial Services Reg,equity,equity,Regular,7.37,7.72,8.16,BSE Financial Services TRI*,INF767K01NH2,134016,3.21,10.44,9.32,-2.4,0.98,0.23,0.34,15.78,9.3,25,61.51,42.41,97.97,,19.61,2.49,2,3,2,0,3,1,10,High Risk,Poor,25,https://www.valueresearchonline.com/funds/29705/
Mahindra Manulife Banking & Financial Services Reg,equity,equity,Regular,12.22,,,BSE Financial Services TRI*,INF174V01CL3,153675,3.21,,,,,,,,,32,59.07,38.87,96.79,,19.5,2.47,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45277/
Mirae Asset Banking and Fin Srvcs Reg,equity,equity,Regular,8.51,12.26,11.51,BSE Financial Services TRI*,INF769K01GU5,148621,3.21,10.44,9.32,1.86,0.97,0.5,0.7,15.61,13.52,32,64.98,49.01,98.18,,17.84,2.34,8,3,2,0,3,3,16,Moderately High Risk,Average,25,https://www.valueresearchonline.com/funds/41188/
Mirae Asset Nifty Bank ETF,equity,equity,Regular,6.62,9.47,,BSE Financial Services TRI*,INF090I01VZ8,148304,3.21,10.44,,-0.72,1.03,0.34,0.41,16.54,11.29,14,86.74,61.08,99.67,,13.93,1.66,4,3,2,0,3,,12,High Risk,Poor,14,https://www.valueresearchonline.com/funds/43616/
Mirae Asset Nifty Financial Services ETF,equity,equity,Regular,1.48,10.47,8.39,BSE Financial Services TRI*,INF209K014W1,125597,3.21,10.44,9.32,0.22,0.96,0.4,0.49,15.45,11.83,20,84.89,60.78,99.61,,16.92,2.24,6,3,2,0,3,,14,Moderately High Risk,Average,20,https://www.valueresearchonline.com/funds/41622/
Mirae Asset Nifty PSU Bank ETF,equity,equity,Regular,25.04,,,BSE Financial Services TRI*,INF209K01YN0,119550,3.21,,,,,,,,,12,98.89,78.48,100.01,,7.67,1.12,,,,,,,,,,12,https://www.valueresearchonline.com/funds/44589/
Motilal Oswal BSE Fins ex Bank 30 Index Reg,equity,equity,Regular,6.43,14.5,,BSE Financial Services TRI*,INF247L01BD7,150444,3.21,10.44,,4.36,0.94,0.6,0.74,17,15.82,30,64.3,44.77,99.65,,18.78,3.1,10,4,4,0,3,4,21,Moderate Risk,Good,25,https://www.valueresearchonline.com/funds/42351/
Motilal Oswal BSE Top 10 Banks ETF,equity,equity,Regular,,,,BSE Financial Services TRI*,N/A,N/A,,,,,,,,,,10,99.4,80.07,99.4,,15.93,1.92,,,,,,,,,,10,https://www.valueresearchonline.com/funds/45948/
Motilal Oswal Financial Services Reg,equity,equity,Regular,,,,BSE Financial Services TRI*,INF247L01GQ8,154137,,,,,,,,,,28,53.56,34.64,97.92,,20.92,2.38,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45765/
Motilal Oswal Nifty Bank Index  Reg,equity,equity,Regular,5.61,8.5,9.08,BSE Financial Services TRI*,INF247L01DM4,152876,3.21,10.44,9.32,-1.6,1.03,0.28,0.34,16.52,10.4,14,86.79,61.11,99.73,,13.23,1.71,4,3,2,0,3,2,12,High Risk,Poor,14,https://www.valueresearchonline.com/funds/40245/
Motilal Oswal Nifty MidSmall Financial Services Index Reg,equity,equity,Regular,26.2,,,BSE Financial Services TRI*,INF247L01DX1,153026,3.21,,,,,,,,,30,61.59,39.14,100.02,,16.06,2.41,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44677/
Navi Nifty Bank Index Reg,equity,equity,Regular,5.59,8.52,,BSE Financial Services TRI*,INF959L01FU2,149805,3.21,10.44,,-1.6,1.03,0.29,0.34,16.56,10.42,14,87,61.26,99.97,,13.23,1.71,4,3,2,0,3,1,12,High Risk,Poor,14,https://www.valueresearchonline.com/funds/42042/
Nippon India Banking & Financial Srvices Reg,equity,equity,Regular,6.65,12.05,12.74,BSE Financial Services TRI*,INF761K01HH7,154095,3.21,10.44,9.32,1.85,0.95,0.51,0.63,15.2,13.38,38,60.08,44.87,98.34,,19.75,2.42,8,4,2,0,3,4,17,Moderately High Risk,Good,25,https://www.valueresearchonline.com/funds/1708/
Nippon India ETF Nifty Bank BeES,equity,equity,Regular,6.51,9.37,9.93,BSE Financial Services TRI*,INF204KA1U61,134552,3.21,10.44,9.32,-0.81,1.03,0.33,0.4,16.54,11.2,14,86.73,61.07,99.67,,13.93,1.66,4,3,2,0,3,,12,High Risk,Poor,14,https://www.valueresearchonline.com/funds/2255/
Nippon India ETF Nifty PSU Bank BeES,equity,equity,Regular,24.67,22.55,29.81,BSE Financial Services TRI*,INF209K01YN0,119550,3.21,10.44,9.32,13.05,1.09,0.78,1.13,25.41,25.42,12,98.84,78.45,99.95,,7.67,1.12,12,2,4,2,0,,20,Moderate Risk,Average,12,https://www.valueresearchonline.com/funds/6175/
Nippon India Nifty Bank Index Reg,equity,equity,Regular,5.79,,,BSE Financial Services TRI*,INF204KC1BV8,152387,3.21,,,,,,,,,14,86.68,61.04,99.61,,13.23,1.71,,,,,,,,,,14,https://www.valueresearchonline.com/funds/44104/
Quant BFSI Reg,equity,equity,Regular,20.64,20.63,,BSE Financial Services TRI*,INF966L01CA6,151788,3.21,10.44,,10.34,0.88,0.86,1.11,18.3,21.43,15,78.44,46.04,98.66,,14.2,1.64,12,4,6,2,2,5,26,Moderate Risk,Excellent,12,https://www.valueresearchonline.com/funds/43553/
SBI BSE PSU Bank ETF,equity,equity,Regular,24.6,,,BSE Financial Services TRI*,INF209K01YN0,119550,3.21,,,,,,,,,11,99.05,76.73,100,,7.36,1.08,,,,,,,,,,11,https://www.valueresearchonline.com/funds/45068/
SBI BSE PSU Bank Index Reg,equity,equity,Regular,23.8,,,BSE Financial Services TRI*,INF200KB1654,153434,3.21,,,,,,,,,11,99.13,76.79,100.08,,8.64,1.2,,,,,,,,,,11,https://www.valueresearchonline.com/funds/45069/
SBI Banking & Financial Services Reg,equity,equity,Regular,4.79,15.51,11.63,BSE Financial Services TRI*,INF200KA1473,133858,3.21,10.44,9.32,4.97,0.88,0.73,0.88,14.34,16.09,32,67.42,52.35,90.82,,16.16,2.19,10,4,4,0,3,4,21,Moderate Risk,Good,25,https://www.valueresearchonline.com/funds/29461/
SBI Nifty Bank ETF,equity,equity,Regular,6.51,9.38,9.94,BSE Financial Services TRI*,INF200K01V08,125503,3.21,10.44,9.32,-0.79,1.03,0.33,0.4,16.54,11.22,14,86.73,61.07,99.66,,13.93,1.66,4,3,2,0,3,,12,High Risk,Poor,14,https://www.valueresearchonline.com/funds/29709/
SBI Nifty Bank Index Reg,equity,equity,Regular,6.13,,,BSE Financial Services TRI*,INF200KB1530,153253,3.21,,,,,,,,,14,86.79,61.11,99.73,,13.23,1.71,,,,,,,,,,14,https://www.valueresearchonline.com/funds/44892/
SBI Nifty Private Bank ETF,equity,equity,Regular,6.34,6.73,8.37,BSE Financial Services TRI*,INF090I01VZ8,148304,3.21,10.44,9.32,-3.31,0.99,0.17,0.22,16.14,8.46,10,99.74,85.97,99.74,,17.62,1.93,2,3,2,0,3,,10,High Risk,Poor,10,https://www.valueresearchonline.com/funds/41149/
Sundaram Financial Services Opportunities Reg,equity,equity,Regular,11.26,12.69,12.76,BSE Financial Services TRI*,INF903J01629,109059,3.21,10.44,9.32,2.25,1.01,0.51,0.68,16.56,14.18,28,65.52,43.77,96.83,,14.25,1.78,8,3,2,0,3,4,16,Moderately High Risk,Good,25,https://www.valueresearchonline.com/funds/7611/
Tata Banking & Financial Services Reg,equity,equity,Regular,7.22,11.31,10.95,BSE Financial Services TRI*,INF277K01Y86,135794,3.21,10.44,9.32,1.08,0.97,0.45,0.62,15.75,12.76,34,63.17,43.43,96.7,,19.04,2.38,6,3,2,0,3,3,14,Moderately High Risk,Average,25,https://www.valueresearchonline.com/funds/31354/
Tata Nifty Financial Services Index Reg,equity,equity,Regular,0.38,,,BSE Financial Services TRI*,INF277KA1AX0,152574,3.21,,,,,,,,,20,84.85,60.75,99.57,,16.66,2.3,,,,,,,,,,20,https://www.valueresearchonline.com/funds/44255/
Tata Nifty Private Bank ETF,equity,equity,Regular,6.4,6.79,8.4,BSE Financial Services TRI*,INF090I01VZ8,148304,3.21,10.44,9.32,-3.25,0.99,0.18,0.23,16.15,8.52,10,99.63,86.7,99.63,,17.5,1.94,2,3,2,0,3,,10,High Risk,Poor,10,https://www.valueresearchonline.com/funds/40257/
Taurus Banking & Financial Services Reg,equity,equity,Regular,1.7,8.63,8.99,BSE Financial Services TRI*,INF044D01BI4,117312,3.21,10.44,9.32,-1.4,0.91,0.29,0.41,14.67,9.9,27,71.99,53.32,98.12,,13.75,1.89,4,4,2,0,3,2,13,Moderately High Risk,Poor,25,https://www.valueresearchonline.com/funds/14718/
UTI Banking and Financial Services Reg,equity,equity,Regular,7.02,12.49,10.66,BSE Financial Services TRI*,INF00XX01BR2,149324,3.21,10.44,9.32,2.08,0.97,0.51,0.66,15.64,13.72,29,78.38,57.17,96.42,,18.31,2.42,8,3,2,0,3,3,16,Moderately High Risk,Average,25,https://www.valueresearchonline.com/funds/2144/
UTI Nifty Bank ETF,equity,equity,Regular,6.54,9.44,10.03,BSE Financial Services TRI*,INF789F015Z6,126940,3.21,10.44,9.32,-0.74,1.03,0.34,0.4,16.54,11.27,14,86.73,61.07,99.66,,13.93,1.66,4,3,2,0,3,,12,High Risk,Poor,14,https://www.valueresearchonline.com/funds/41106/
UTI Nifty Private Bank Index Reg,equity,equity,Regular,5.38,,,BSE Financial Services TRI*,INF789F1AZI7,152865,3.21,,,,,,,,,10,99.61,85.86,99.61,,16.97,2.04,,,,,,,,,,10,https://www.valueresearchonline.com/funds/44545/
WhiteOak Capital Banking & Financial Services Reg,equity,equity,Regular,6.82,,,BSE Financial Services TRI*,INF03VN01852,152322,3.21,,,,,,,,,56,49.95,36.35,99.35,,16.33,2.12,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44044/
ABSL Nifty Healthcare ETF,equity,equity,Regular,13.59,20.81,,BSE Healthcare TRI*,INF194KB1KF5,153972,15.65,22.98,,-0.9,0.99,0.95,1.58,16.45,21.37,20,77.61,49.5,99.83,,43.75,5.52,4,3,6,3,3,,19,Moderately High Risk,Average,20,https://www.valueresearchonline.com/funds/41780/
ABSL Pharma & Healthcare Reg,equity,equity,Regular,16.28,21.06,12.66,BSE Healthcare TRI*,INF209KB1N91,147407,15.65,22.98,14.41,-0.13,0.9,0.99,1.62,15.26,20.75,38,54.11,35.61,97.61,,43.97,6.24,4,4,6,3,3,3,20,Moderate Risk,Average,25,https://www.valueresearchonline.com/funds/40005/
Axis NIFTY Healthcare ETF,equity,equity,Regular,13.39,20.41,12.54,BSE Healthcare TRI*,INF579M01AN2,151165,15.65,22.98,14.41,-1.18,0.98,0.94,1.55,16.37,21.01,20,77.64,49.52,99.86,,43.75,5.52,4,3,6,3,3,,19,Moderately High Risk,Average,20,https://www.valueresearchonline.com/funds/41481/
Bajaj Finserv Healthcare Reg,equity,equity,Regular,19.98,,,BSE Healthcare TRI*,INF0QA701987,153155,15.65,,,,,,,,,32,61.85,37.77,94.56,,52.78,6.37,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44772/
Bandhan BSE Healthcare Index Reg,equity,equity,Regular,14.29,,,BSE Healthcare TRI*,INF194KB1IR4,152843,15.65,,,,,,,,,125,55.55,35.64,99.93,,43.83,5.72,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44511/
Bandhan Healthcare Reg,equity,equity,Regular,,,,BSE Healthcare TRI*,INF194KB1KC2,153974,,,,,,,,,,34,52.89,34.77,96.46,,43,5.71,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45546/
Baroda BNP Paribas Health and Wellness Reg,equity,equity,Regular,9.09,,,BSE Healthcare TRI*,INF251K01UY7,153602,15.65,,,,,,,,,30,58.87,36.24,96.61,,47.26,7.33,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45231/
DSP Healthcare Reg,equity,equity,Regular,16.39,20.92,13.84,BSE Healthcare TRI*,INF740KA1LD8,145456,15.65,22.98,14.41,0.64,0.84,0.99,1.61,14.89,20.5,29,59.03,38.17,92.67,,35.39,4.21,6,5,6,3,3,3,23,Moderate Risk,Average,25,https://www.valueresearchonline.com/funds/38197/
DSP Nifty Healthcare ETF,equity,equity,Regular,13.55,,,BSE Healthcare TRI*,INF579M01AN2,151165,15.65,,,,,,,,,20,77.54,49.46,99.78,,43.75,5.52,,,,,,,,,,20,https://www.valueresearchonline.com/funds/44001/
DSP Nifty Healthcare Index Reg,equity,equity,Regular,12.74,,,BSE Healthcare TRI*,INF740KA1WC7,153592,15.65,,,,,,,,,20,77.61,49.5,99.84,,43.33,5.61,,,,,,,,,,20,https://www.valueresearchonline.com/funds/45210/
Edelweiss MSCI India Domestic & World Healthcare 45 Index Reg,equity,equity,Regular,20.74,19.19,12.7,BSE Healthcare TRI*,INF754K01LR3,148557,15.65,22.98,14.41,2.2,0.66,1.1,2.07,12.17,19.07,42,51.31,32.64,99.82,,732.06,98.32,8,6,8,3,4,3,29,Low Risk,Average,25,https://www.valueresearchonline.com/funds/41145/
Groww BSE Hospitals ETF,equity,equity,Regular,,,,BSE Healthcare TRI*,INF666M01NX9,154223,,,,,,,,,,17,93.95,76.14,99.98,,71.52,9.23,,,,,,,,,,17,https://www.valueresearchonline.com/funds/45815/
Groww BSE Hospitals ETF FoF Reg,equity,equity,Regular,,,,BSE Healthcare TRI*,INF666M01OA5,154223,,,,,,,,,,,,,,,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/45816/
HDFC Pharma And Healthcare Reg,equity,equity,Regular,25.51,,,BSE Healthcare TRI*,INF903J01IN3,100784,15.65,,,,,,,,,37,51.84,32.99,99.53,,49.75,6.44,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43784/
ICICI Pru Nifty Healthcare ETF,equity,equity,Regular,13.67,20.67,12.75,BSE Healthcare TRI*,INF109K016L0,120586,15.65,22.98,14.41,-0.97,0.98,0.95,1.57,16.39,21.24,20,77.61,49.5,99.83,,43.75,5.52,4,3,6,3,3,,19,Moderately High Risk,Average,20,https://www.valueresearchonline.com/funds/41502/
ICICI Pru Nifty Pharma Index,equity,equity,Regular,20.19,19.99,,BSE Healthcare TRI*,INF209KB1N91,147407,15.65,22.98,,-1.03,0.94,0.92,1.64,15.94,20.4,20,79.09,54.83,99.96,,41.18,5.29,4,4,6,3,3,2,20,Moderate Risk,Poor,20,https://www.valueresearchonline.com/funds/42838/
ICICI Pru Pharma Healthcare and Diagnostics,equity,equity,Regular,8.25,22.15,14.91,BSE Healthcare TRI*,INF903J01IN3,100784,15.65,22.98,14.41,0.21,0.96,1.01,1.45,16.12,21.94,35,60.26,39.2,97.16,,40.95,4.2,6,3,8,2,3,4,22,Moderate Risk,Good,25,https://www.valueresearchonline.com/funds/36528/
ITI Pharma and Healthcare Reg,equity,equity,Regular,11.09,18.29,,BSE Healthcare TRI*,INF00XX01BL5,149270,15.65,22.98,,-3.49,0.99,0.8,1.13,16.4,18.8,38,57.45,37.17,97.43,,47.6,5.89,2,3,6,2,3,1,16,Moderately High Risk,Poor,25,https://www.valueresearchonline.com/funds/41791/
Kotak Healthcare Reg,equity,equity,Regular,25.21,,,BSE Healthcare TRI*,INF174KA1PW4,152216,15.65,,,,,,,,,32,56.75,38.77,98.73,,50.41,6.56,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43894/
LIC MF Healthcare Reg,equity,equity,Regular,15.62,21.86,11.14,BSE Healthcare TRI*,INF397L01LG2,152025,15.65,22.98,14.41,0.37,0.93,1.01,1.49,15.86,21.76,22,63.21,39.24,96.93,,52.26,6.42,6,4,8,2,3,1,23,Moderate Risk,Poor,22,https://www.valueresearchonline.com/funds/39049/
Mirae Asset Healthcare Reg,equity,equity,Regular,18.59,21.64,13.69,BSE Healthcare TRI*,INF769K01EA2,143785,15.65,22.98,14.41,-0.45,0.97,0.98,1.57,16.11,21.49,27,58.25,38.71,98.74,,47.87,6.12,4,3,6,3,3,3,19,Moderately High Risk,Average,25,https://www.valueresearchonline.com/funds/36380/
Mirae Asset Nifty 500 Healthcare ETF,equity,equity,Regular,,,,BSE Healthcare TRI*,INF209KB1O25,147409,,,,,,,,,,48,59.17,35.9,99.81,,45.05,5.69,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45788/
Motilal Oswal BSE Healthcare ETF,equity,equity,Regular,15.43,22.67,,BSE Healthcare TRI*,INF209KB1O25,147409,15.65,22.98,,-0.23,1,1.02,1.52,16.28,22.22,125,55.43,35.57,99.67,,43.24,5.5,4,3,8,3,3,,21,Moderate Risk,Average,25,https://www.valueresearchonline.com/funds/42344/
Motilal Oswal Nifty MidSmall Helthcr Index Reg,equity,equity,Regular,16.44,,,BSE Healthcare TRI*,INF247L01DT9,153022,15.65,,,,,,,,,30,59.9,39,99.76,,44.46,5.47,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44675/
Nippon India Nifty Pharma ETF,equity,equity,Regular,21.26,21.19,13.36,BSE Healthcare TRI*,INF204KA1U53,134547,15.65,22.98,14.41,-0.06,0.94,0.98,1.74,15.98,21.42,20,78.95,54.73,99.78,,40.45,5.01,4,4,6,3,3,,20,Moderate Risk,Average,20,https://www.valueresearchonline.com/funds/41539/
Nippon India Pharma Reg,equity,equity,Regular,10.69,18.29,12.52,BSE Healthcare TRI*,INF955L01IY6,154684,15.65,22.98,14.41,-2.04,0.88,0.86,1.27,14.76,18.43,35,57.34,38.41,97.32,,40.42,5.56,2,4,6,2,3,3,17,Moderately High Risk,Average,25,https://www.valueresearchonline.com/funds/2241/
PGIM India Healthcare Reg,equity,equity,Regular,22.47,,,BSE Healthcare TRI*,INF663L01Z52,153040,15.65,,,,,,,,,29,64.02,42.66,94.31,,56.59,8.52,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44691/
Quant Healthcare Reg,equity,equity,Regular,20.12,19.71,,BSE Healthcare TRI*,INF966L01CG3,151855,15.65,22.98,,-1.8,0.97,0.8,1.29,18.13,20.23,14,85.61,48.1,99.21,,41.19,5.15,4,3,6,2,2,1,17,Moderately High Risk,Poor,12,https://www.valueresearchonline.com/funds/43608/
SBI Healthcare Opportunities Reg,equity,equity,Regular,20.05,23.41,17.08,BSE Healthcare TRI*,INF200K01446,102823,15.65,22.98,14.41,2.37,0.86,1.17,1.92,14.37,22.48,33,56.27,35.4,98.31,,55.62,6.51,8,4,8,3,3,5,26,Moderate Risk,Excellent,25,https://www.valueresearchonline.com/funds/632/
Tata India Pharma & Healthcare Reg,equity,equity,Regular,8.54,18.94,12.92,BSE Healthcare TRI*,INF277K016A9,135812,15.65,22.98,14.41,-3.01,0.99,0.83,1.25,16.35,19.26,37,52.74,31.33,99.13,,44.73,6.18,2,3,6,2,3,2,16,Moderately High Risk,Poor,25,https://www.valueresearchonline.com/funds/31350/
